long,lat
-77.20548452,38.76706214
-77.1338857,38.84314036
-77.29672485,38.97398235
-77.39600834,38.92278445
-77.3711035,38.9417692
-77.21353045,38.70948265
-77.28235844,38.78436192
-77.41705469,38.92572618
-77.41705469,38.92572618
-77.42363092,38.95599131
-77.22019671,38.7287784
-77.20370171,38.86590037
-77.23349157,38.77011407
-77.1871977,38.80805
-77.18338683,38.82448368
-77.17636742,38.82440471
-77.18063379,38.78326168
-77.23801115,38.71249501
-77.22760253,38.90460578
-77.27379659,38.87489127
-77.22716406,38.92931481
-77.40291159,38.9310868
-77.12340659,38.84027186
-77.11627987,38.8456802
-77.08679153,38.73823018
-77.1946147,38.7861642
-77.2715534,38.80072549
-77.21180938,38.80557677
-77.19964276,38.89606163
-77.08992005,38.75749088
-77.07940092,38.75736389
-77.18855102,38.92614429
-77.22720682,38.72885474
-77.14761778,38.85977571
-77.19702715,38.84660428
-77.46062512,38.83001257
-77.42548305,38.83244204
-77.3349313,38.78764197
-77.3604696,38.9471584
-77.42747585,38.93405942
-77.28761357,38.88876461
-77.18063379,38.78326168
-77.11754879,38.7797889
-77.40278555,38.93932331
-77.33732853,38.85631568
-77.24830122,38.92679588
-77.38143596,38.95559744
-77.23564613,38.84702659
-77.31297623,38.84234205
-77.22326302,38.75352667
-77.22765123,38.90186032
-77.16452423,38.70618814
-77.18985525,38.85476257
-77.24199423,38.88553887
-77.18078501,38.77502512
-77.1931165,38.86852906
-77.23521078,38.87173602
-77.36411592,38.93895598
-77.05452514,38.77353673
-77.45268384,38.89309835
-77.17545587,38.87382323
-77.12242483,38.70844682
-77.20548452,38.76706214
-77.17636742,38.82440471
-77.22384465,38.91829493
-77.36763132,38.9389899
-77.21453201,38.84954331
-77.34605285,38.96898495
-77.50606682,38.84413586
-77.30216945,38.85870821
-77.23101904,38.91013469
-77.33377257,38.85902639
-77.17815881,38.91778987
-77.37612546,38.84570963
-77.13838567,38.79101709
-77.24136811,38.9212299
-77.37487757,38.92532995
-77.22983892,38.77831277
-77.36376782,38.9609198
-77.15702185,38.9202962
-77.18389003,38.79702866
-77.20622357,38.92084821
-77.27009615,38.88583651
-77.10851505,38.70279011
-77.13978917,38.71688814
-77.22116263,38.87158387
-77.25917805,38.90768949
-77.22008533,38.9319839
-77.30891897,38.87525275
-77.20093541,38.82467925
-77.37612546,38.84570963
-77.32120906,38.982468
-77.36025134,38.96088576
-77.37612546,38.84570963
-77.29985162,38.78728827
-77.37612546,38.84570963
-77.52612618,38.91844306
-77.24127173,38.9267208
-77.23627445,38.81133494
-77.39859526,38.98321814
-77.34649477,38.94153028
-77.30572658,38.85599846
-77.19210644,38.73121437
-77.19250584,38.7092499
-77.11989614,38.84023063
-77.05825262,38.76259802
-77.1337812,38.84863127
-77.19025602,38.8327987
-77.29209718,38.83114502
-77.13529485,38.76901232
-77.23963901,38.81960925
-77.05507719,38.74608198
-77.20380088,38.86040942
-77.17204537,38.86829265
-77.25751906,38.80057769
-77.27595066,38.9545465
-77.15582322,38.7967104
-77.09725431,38.74110202
-77.40630099,38.93935607
-77.20058765,38.84389771
-77.16079259,38.9066092
-77.40973293,38.94487973
-77.08263659,38.77113375
-77.22394235,38.91280403
-77.26962533,38.91329128
-77.24031324,38.78117181
-77.31630581,38.85335962
-77.38610419,38.88150211
-77.2576563,38.99554341
-77.23174726,38.86895266
-77.40964941,38.95037072
-77.16038237,38.92857255
-77.1783612,38.90680815
-77.22023234,38.92374759
-77.18659524,38.84099593
-77.28138054,38.84201827
-77.27136556,38.81170766
-77.39706403,38.8541461
-77.37474832,38.93356644
-77.14555706,38.78286183
-77.13576393,38.74430269
-77.06181418,38.75989561
-77.21052788,38.8769596
-77.26335458,38.86928978
-77.31297623,38.84234205
-77.14741082,38.87075751
-77.23805932,38.70974943
-77.38135026,38.96108839
-77.14777295,38.85153934
-77.34587599,38.97996676
-77.4460608,38.86557992
-77.09725431,38.74110202
-77.3672843,38.96095373
-77.17727773,38.77498561
-77.16222636,38.82973648
-77.31297623,38.84234205
-77.2238935,38.91554948
-77.25547368,38.91863417
-77.06526586,38.76268406
-77.4460608,38.86557992
-77.46050588,38.83824935
-77.38259159,38.88146875
-77.08252828,38.77662471
-77.36897401,38.85387884
-77.15262386,38.78019713
-77.15976658,38.96151734
-77.41499391,38.82959958
-77.40282757,38.93657781
-77.21007558,38.70669855
-77.20602541,38.93182994
-77.41337349,38.93667577
-77.22716406,38.92931481
-77.35625292,38.99105163
-77.26425283,38.81712502
-77.08247412,38.77937019
-77.21458118,38.84679782
-77.3583093,38.86201351
-77.43246267,38.83525169
-77.43160471,38.89290852
-77.07978066,38.73814543
-77.10686665,38.78790084
-77.34974599,38.95803756
-77.09725431,38.74110202
-77.20182882,38.77525997
-77.41705469,38.92572618
-77.08592754,38.78215801
-77.30946558,38.84230649
-77.20202719,38.76427783
-77.18383972,38.79977417
-77.08263659,38.77113375
-77.18078501,38.77502512
-77.21349871,38.90719817
-77.26491387,38.77868741
-77.23424225,38.9266453
-77.18905295,38.89868993
-77.20548452,38.76706214
-77.13723994,38.85141754
-77.38254883,38.88421428
-77.36381134,38.95817433
-77.097415,38.73286549
-77.32761517,39.02097423
-77.14421009,38.8542443
-77.43932115,38.84629766
-77.07978066,38.73814543
-77.14756604,38.86252116
-77.35475386,38.86472485
-77.17041556,38.76666972
-77.32764654,38.80404549
-77.18900175,38.70921074
-77.18419176,38.78055557
-77.43936172,38.84355209
-77.25320037,38.84721436
-77.30946558,38.84230649
-77.27843053,38.8090354
-77.24151265,38.91299354
-77.25922554,38.90494402
-77.37612546,38.84570963
-77.33732853,38.85631568
-77.07222457,38.76551515
-77.27786993,38.84198177
-77.38991412,38.86231658
-77.38584839,38.89797529
-77.28628365,38.75968818
-77.10092019,38.73290739
-77.37513598,38.90885691
-77.19876896,38.75051125
-77.14395075,38.86797156
-77.44271074,38.85456606
-77.17432759,38.74474518
-77.17780449,38.93700781
-77.27885064,38.78432545
-77.1636925,38.9395942
-77.16222636,38.82973648
-77.29126525,38.88056432
-77.21492522,38.82757933
-77.36025134,38.96088576
-77.15464061,38.85985639
-77.29302022,38.77623401
-77.33937484,38.94695202
-77.26700803,38.86109021
-77.21730708,38.89076385
-77.35365752,38.93336262
-77.12681201,38.84580389
-77.37080079,38.96098755
-77.17982665,38.82718974
-77.1843815,38.96179535
-77.11430604,38.76602003
-77.30325466,39.00425378
-77.07983489,38.73539993
-77.35651585,38.97457893
-77.05902327,38.72416122
-77.09331897,38.76302399
-77.24012067,38.79215397
-77.14436565,38.84600792
-77.27702807,38.89140084
-77.18493564,38.93159585
-77.36033866,38.95539482
-77.34443962,38.85089394
-77.20197761,38.76702337
-77.17382111,38.77220048
-77.44989403,38.84364678
-77.27861728,38.79805322
-77.28619092,38.76517933
-77.1356076,38.75253925
-77.2918662,38.84487267
-77.20795487,38.82475675
-77.15922907,38.80224154
-77.15118079,38.85707065
-77.34190303,38.79045703
-77.08668359,38.74372118
-77.27726203,38.87767338
-77.23680562,38.78113408
-77.26477228,38.78692407
-77.14241253,38.76360272
-77.42821459,38.88463988
-77.23535593,38.86349956
-77.15355902,38.91751057
-77.25234145,38.89663318
-77.39321409,38.87607745
-77.23881933,38.86628282
-77.23791479,38.71798617
-77.40596582,38.96132001
-77.28235844,38.78436192
-77.19951403,38.7093279
-77.14488391,38.81855321
-77.14462483,38.83228059
-77.405882,38.96681097
-77.21136607,38.83028635
-77.26788015,39.01487219
-77.31725582,38.79570314
-77.27328031,38.90509161
-77.15092277,38.87079791
-77.14241253,38.76360272
-77.33732853,38.85631568
-77.06203389,38.74891369
-77.267668,38.82265299
-77.15794669,38.87087839
-77.17616497,38.83538666
-77.34715701,38.90034789
-77.18338683,38.82448368
-77.27004908,38.88858199
-77.26288129,38.89674465
-77.37431728,38.96102127
-77.38995659,38.85957102
-77.08258244,38.77387923
-77.25131325,38.7538288
-77.38254883,38.88421428
-77.29606763,38.80372566
-77.21654463,38.73697675
-77.17987713,38.82444425
-77.23066342,38.73163833
-77.27225729,38.75954214
-77.21843509,38.82761771
-77.19496379,38.76694551
-77.22652608,38.76729255
-77.15277829,38.7719606
-77.11633279,38.84293475
-77.12340659,38.84027186
-77.27904589,38.97929195
-77.17107555,38.73097778
-77.44642355,38.84086974
-77.34258033,38.96620493
-77.23116475,38.90189832
-77.35918212,38.80710239
-77.18162261,38.92057478
-77.13383345,38.84588582
-77.1980728,38.78894872
-77.2238935,38.91554948
-77.1796752,38.8354262
-77.1163857,38.8401893
-77.39884842,38.96674532
-77.11633279,38.84293475
-77.1771261,38.78322217
-77.27904589,38.97929195
-77.23163206,38.67672665
-77.20202719,38.76427783
-77.1625332,38.81326357
-77.09029698,38.73827239
-77.21453201,38.84954331
-77.19533063,38.93994964
-77.39884842,38.96674532
-77.14585661,38.95312002
-77.18945422,38.87672631
-77.33937484,38.94695202
-77.27435932,38.84194517
-77.28016764,38.91340121
-77.11212472,38.69734061
-77.36025134,38.96088576
-77.29510048,38.86138187
-77.18017989,38.80797127
-77.32085433,38.79024732
-77.097415,38.73286549
-77.42927987,38.813255
-77.14446933,38.84051699
-77.47778486,38.85762262
-77.14488391,38.81855321
-77.12686452,38.84305843
-77.1931165,38.86852906
-77.14446933,38.84051699
-77.32310311,38.86715785
-77.43250349,38.83250611
-77.34658311,38.93603932
-77.13393794,38.8403949
-77.41320702,38.94765778
-77.2595579,38.88572568
-77.25291419,38.86368736
-77.17896799,38.87386279
-77.13833364,38.79376258
-77.20015906,38.67363539
-77.37612546,38.84570963
-77.32008778,38.83692176
-77.09002776,38.75199989
-77.23203831,38.85247972
-77.30896454,38.87250724
-77.23424225,38.9266453
-77.43123659,38.91761833
-77.42032144,38.94223157
-77.16350393,38.76109893
-77.43597303,38.83528357
-77.28386797,38.90245573
-77.19050639,38.81907123
-77.12571901,38.7194701
-77.21062655,38.87146865
-77.42032144,38.94223157
-77.18900175,38.70921074
-77.15153799,38.65111626
-77.36381134,38.95817433
-77.42110648,38.89006664
-77.14746256,38.86801206
-77.36147251,38.88401186
-77.23770866,38.92942854
-77.10442538,38.73294918
-77.4316456,38.89016297
-77.16563427,38.8352674
-77.1163857,38.8401893
-77.21698558,38.71226665
-77.41291558,38.96687621
-77.18023034,38.80522576
-77.18058337,38.7860072
-77.14090689,38.84322186
-77.20785607,38.83024775
-77.14746256,38.86801206
-77.24131992,38.92397535
-77.36641583,39.01586271
-77.3849949,38.95288536
-77.3944408,38.79645598
-77.39177241,38.96942472
-77.09451694,38.88112057
-77.15649074,38.76101878
-77.38610419,38.88150211
-77.12917123,38.72225669
-77.09024314,38.7410179
-77.35835298,38.85926797
-77.23886758,38.86353733
-77.14586752,38.76638878
-77.35348191,38.94434455
-77.18714752,38.81079551
-77.23511399,38.87722698
-77.12681201,38.84580389
-77.35141786,38.8537084
-77.33550226,38.96888094
-77.20711453,38.87143004
-77.37612546,38.84570963
-77.20434607,38.83020905
-77.29579146,38.82019895
-77.13027034,38.84859036
-77.47032867,38.88776254
-77.24782178,38.95425027
-77.18078501,38.77502512
-77.20968155,38.72866309
-77.26700803,38.86109021
-77.21308833,38.73419276
-77.10723921,38.76868243
-77.37573848,38.87041956
-77.42056947,38.92575852
-77.26354379,38.85830778
-77.3499222,38.94705568
-77.20642347,38.71489663
-77.40613343,38.95033806
-77.08306966,38.74916985
-77.26700803,38.86109021
-77.12948518,38.70578347
-77.37457594,38.94454839
-77.20058765,38.84389771
-77.23511399,38.87722698
-77.32688426,38.85071982
-77.16022847,38.93680878
-77.15118079,38.85707065
-77.23203831,38.85247972
-77.07896667,38.77932774
-77.41320702,38.94765778
-77.22037932,38.91551126
-77.24940253,38.86365001
-77.38254883,38.88421428
-77.21190785,38.80008573
-77.29985162,38.78728827
-77.43156382,38.89565406
-77.22564976,38.81671211
-77.08274488,38.76564278
-77.20652069,38.90437556
-77.38259159,38.88146875
-77.36385487,38.95542885
-77.43156382,38.89565406
-77.40061735,38.85143348
-77.46401639,38.83828039
-77.09331897,38.76302399
-77.15804937,38.86538749
-77.4360544,38.8297924
-77.22174948,38.838638
-77.13027034,38.84859036
-77.42936173,38.80776381
-77.21408938,38.87425264
-77.19050639,38.81907123
-77.13739629,38.84318116
-77.18764918,38.78334039
-77.42805051,38.89562205
-77.14746256,38.86801206
-77.28235844,38.78436192
-77.09396351,38.73007798
-77.42751692,38.9313139
-77.28235844,38.78436192
-77.39177241,38.96942472
-77.15649074,38.76101878
-77.21325245,38.92092539
-77.36884421,38.86211548
-77.38289081,38.86224996
-77.11839344,38.73586082
-77.14090689,38.84322186
-77.20548452,38.76706214
-77.33732853,38.85631568
-77.1000114,38.77958086
-77.15500076,38.84063815
-77.07874945,38.79030962
-77.19145689,38.76690643
-77.39884842,38.96674532
-77.17371977,38.77769152
-77.14415823,38.85698975
-77.12324864,38.84850822
-77.14772123,38.8542848
-77.22799203,38.88264206
-77.42110648,38.89006664
-77.42065212,38.92026748
-77.1950635,38.76145444
-77.2414163,38.91848445
-77.18338683,38.82448368
-77.14090689,38.84322186
-77.23680562,38.78113408
-77.32071913,38.79848402
-77.22716406,38.92931481
-77.1849957,38.73662703
-77.05173732,38.73780226
-77.13703142,38.86239934
-77.07178809,38.78747893
-77.44598015,38.87107105
-77.2037513,38.8631549
-77.18142069,38.93155647
-77.31302162,38.83959651
-77.26012725,38.85277974
-77.14446933,38.84051699
-77.2984282,38.8723999
-77.31639635,38.84786856
-77.28175326,38.82005404
-77.07178809,38.78747893
-77.14446933,38.84051699
-77.31297623,38.84234205
-77.14446933,38.84051699
-77.24830122,38.92679588
-77.38999905,38.85682547
-77.17750063,38.95348025
-77.15118079,38.85707065
-77.23775699,38.9266831
-77.21453201,38.84954331
-77.36385487,38.95542885
-77.16990743,38.79412486
-77.34578754,38.98545765
-77.35677866,38.95810615
-77.3583093,38.86201351
-77.21858208,38.81938119
-77.37612546,38.84570963
-77.34448382,38.8481484
-77.25353407,38.82799576
-77.09024314,38.7410179
-77.32098317,38.99619516
-77.25002416,38.82795843
-77.14756604,38.86252116
-77.11048073,38.78245149
-77.22701783,38.93755112
-77.4490902,38.89855807
-77.24113097,38.73449732
-77.32688426,38.85071982
-77.1544862,38.86809275
-77.14585661,38.95312002
-77.3302611,38.85899145
-77.23530755,38.86624505
-77.08263659,38.77113375
-77.23067892,38.92935283
-77.14421009,38.8542443
-77.1610203,38.70614815
-77.17449231,38.92598655
-77.11154182,38.72754142
-77.13383345,38.84588582
-77.4536049,38.82995019
-77.16258433,38.81051808
-77.20202719,38.76427783
-77.33354948,38.87275402
-77.18769932,38.78059487
-77.07896667,38.77932774
-77.26804481,38.8006887
-77.27206966,38.7705244
-77.27908391,38.77059764
-77.2333464,38.7783507
-77.20558342,38.76157106
-77.36745784,38.94997183
-77.28696368,38.92720131
-77.28235844,38.78436192
-77.14090689,38.84322186
-77.33732853,38.85631568
-77.12195141,38.73315657
-77.24482804,38.72355262
-77.38610419,38.88150211
-77.30326811,38.79281524
-77.20494029,38.79726295
-77.18058337,38.7860072
-77.15666184,38.93951406
-77.42011466,38.95595907
-77.23438763,38.91840895
-77.27548322,38.7760522
-77.4460608,38.86557992
-77.10798373,38.73024535
-77.1480832,38.83506655
-77.43262594,38.82426935
-77.2595579,38.88572568
-77.20548452,38.76706214
-77.18835014,38.93712597
-77.41320702,38.94765778
-77.13016556,38.85408126
-77.07222457,38.76551515
-77.36541938,38.85659051
-77.27501518,38.80350773
-77.18774946,38.77784935
-77.31261295,38.86430626
-77.22842994,38.85793273
-77.44626236,38.85185206
-77.45348485,38.83818696
-77.28840178,38.84209096
-77.18845059,38.93163513
-77.09795037,38.70541031
-77.3209895,38.7820106
-77.38529377,38.93366692
-77.20785607,38.83024775
-77.33732853,38.85631568
-77.39143265,38.99138843
-77.42461952,38.89009886
-77.23097046,38.91288015
-77.07874945,38.79030962
-77.23460349,38.70696605
-77.27946679,38.95458306
-77.13383345,38.84588582
-77.18985525,38.85476257
-77.097415,38.73286549
-77.39143265,38.99138843
-77.12324864,38.84850822
-77.30649876,39.02076196
-77.2037513,38.8631549
-77.24117533,38.93221169
-77.11989614,38.84023063
-77.39884842,38.96674532
-77.08247412,38.77937019
-77.34974599,38.95803756
-77.40265948,38.9475598
-77.07178809,38.78747893
-77.30586361,38.84776189
-77.30549813,38.86972605
-77.36897401,38.85387884
-77.30453767,38.92738139
-77.20290777,38.90982771
-77.37175162,38.90058668
-77.228284,38.86616919
-77.11633279,38.84293475
-77.26700803,38.86109021
-77.29510048,38.86138187
-77.23790196,38.91844675
-77.33451995,39.02928037
-77.14246439,38.76085721
-77.16022847,38.93680878
-77.1783612,38.90680815
-77.2452113,38.70158794
-77.24901969,38.88561391
-77.28235844,38.78436192
-77.26700803,38.86109021
-77.42110648,38.89006664
-77.18449335,38.76408241
-77.23530755,38.86624505
-77.42722937,38.95053245
-77.42722937,38.95053245
-77.33937484,38.94695202
-77.08641367,38.75744866
-77.06120962,38.79009577
-77.30590928,38.84501636
-77.05808738,38.77083444
-77.35023045,38.92783731
-77.14911633,38.78015678
-77.26686652,38.86932672
-77.34684806,38.9195664
-77.23775699,38.9266831
-77.1610203,38.70614815
-77.29279149,38.99865511
-77.30024194,38.97401828
-77.3672843,38.96095373
-77.35238313,39.01298083
-77.27548322,38.7760522
-77.33227117,38.73544083
-77.251504,38.74284653
-77.06181418,38.75989561
-77.28386797,38.90245573
-77.38259159,38.88146875
-77.17118115,38.91496517
-77.38254883,38.88421428
-77.20296862,38.71211232
-77.0579221,38.77907084
-77.13278031,38.71680657
-77.27136556,38.81170766
-77.34106152,38.8426227
-77.07983489,38.73539993
-77.1941656,38.81087383
-77.21313746,38.73144719
-77.23155315,38.87993458
-77.14503931,38.81031677
-77.33211964,38.9606097
-77.26990786,38.89681844
-77.23939804,38.83333683
-77.12221446,38.71942895
-77.18895171,38.71195631
-77.1834875,38.81899269
-77.2369504,38.77289744
-77.19672809,38.86307715
-77.07912955,38.77109131
-77.42069344,38.91752196
-77.1941656,38.81087383
-77.04850907,38.72403145
-77.37444663,38.95278484
-77.14818659,38.8295756
-77.19670643,38.67085087
-77.16386121,38.74188023
-77.10442538,38.73294918
-77.07896667,38.77932774
-77.09374873,38.74106001
-77.17413696,38.94520444
-77.17545587,38.87382323
-77.27829043,38.81727202
-77.22501611,38.85240367
-77.13524271,38.77175782
-77.18483492,38.93708669
-77.17067226,38.94241933
-77.07950943,38.75187291
-77.18644454,38.84923238
-77.1813702,38.93430189
-77.27197583,38.77601552
-77.13623268,38.71959294
-77.07983489,38.73539993
-77.14488391,38.81855321
-77.07869514,38.79305509
-77.08657563,38.74921217
-77.37701643,39.01321851
-77.3023527,38.84772612
-77.1992161,38.72580129
-77.21313746,38.73144719
-77.18086507,38.96175595
-77.26625292,38.90501802
-77.19899547,38.93175233
-77.30590928,38.84501636
-77.23881933,38.86628282
-77.08657563,38.74921217
-77.17722719,38.77773113
-77.18900175,38.70921074
-77.09029698,38.73827239
-77.14095886,38.8404764
-77.37423103,38.96651221
-77.33328165,38.88922711
-77.29989748,38.7845427
-77.25993752,38.86376175
-77.14153032,38.81027619
-77.19250584,38.7092499
-77.14069895,38.8542037
-77.28909641,38.80090789
-77.06120962,38.79009577
-77.27590378,38.95729194
-77.19386603,38.82734683
-77.33728405,38.85906121
-77.3199524,38.84515838
-77.17616497,38.83538666
-77.37612546,38.84570963
-77.40404464,38.85695743
-77.1862499,38.66798788
-77.1913069,38.77514302
-77.1913069,38.77514302
-77.34435122,38.85638502
-77.38284807,38.86499551
-77.40437992,38.8349929
-77.17962471,38.83817168
-77.3320749,38.96335515
-77.11649152,38.83469839
-77.17382111,38.77220048
-77.3060006,38.8395253
-77.1713846,38.90398345
-77.38610419,38.88150211
-77.19954322,38.90155253
-77.38237776,38.89519639
-77.06822554,38.79018163
-77.44646384,38.83812415
-77.40366722,38.88166737
-77.42441371,38.90382655
-77.20280846,38.91531859
-77.41279063,38.97511265
-77.18078501,38.77502512
-77.14947756,38.7609382
-77.18424203,38.77781005
-77.11633279,38.84293475
-77.41478643,38.84332746
-77.22711532,38.93206025
-77.38276259,38.8704866
-77.44303418,38.83260142
-77.30891897,38.87525275
-77.13556998,38.93927111
-77.39935441,38.93379944
-77.42056947,38.92575852
-77.1623798,38.82150003
-77.20553397,38.7643166
-77.07156974,38.79846078
-77.10442538,38.73294918
-77.20295742,38.90708227
-77.1813702,38.93430189
-77.20795487,38.82475675
-77.14735907,38.87350295
-77.42544196,38.83518762
-77.10086676,38.7356529
-77.2150726,38.81934281
-77.2150726,38.81934281
-77.24830122,38.92679588
-77.16217521,38.83248196
-77.17224855,38.8573108
-77.12917123,38.72225669
-77.34974599,38.95803756
-77.17427696,38.74749072
-77.16629727,38.79957604
-77.1163857,38.8401893
-77.24825329,38.92954133
-77.15277829,38.7719606
-77.26283394,38.89949013
-77.27098971,38.8336719
-77.3166679,38.83139534
-77.1939659,38.82185584
-77.26875071,38.75950536
-77.12582393,38.71397904
-77.2238935,38.91554948
-77.21310464,38.9291617
-77.15649074,38.76101878
-77.24704123,38.7977202
-77.4538849,38.81073099
-77.19904528,38.92900691
-77.29989748,38.7845427
-77.40379306,38.87343074
-77.24131992,38.92397535
-77.43899652,38.86826223
-77.16736688,38.74192014
-77.07167892,38.79296986
-77.08619765,38.76843061
-77.27037847,38.86936354
-77.19155686,38.76141536
