lat,long
36.89356,-119.52236
37.7877,-122.40058
34.28111,-119.26983
32.76505,-117.13559
37.89881,-122.14358
37.90492,-122.09885
38.17492,-121.27856
32.79228,-115.50166
32.81978,-115.50083
34.09612,-118.39175
37.42994,-122.43025
38.2513,-122.04413
35.83191,-120.20181
35.78496,-120.18125
34.27361,-118.46203
39.39907,-120.03186
37.99742,-121.44884
38.10936,-119.50933
39.1785,-123.19917
38.50157,-121.48218
37.82104,-119.87573
34.07029,-118.44425
37.83798,-119.8674
35.78691,-116.20086
35.76802,-116.12863
33.07115,-115.1847
34.65276,-120.49322
34.21389,-118.87204
38.76824,-119.84157
37.84326,-119.8349
34.35611,-117.63617
38.77435,-121.033
39.98766,-122.04582
38.17714,-120.79716
34.86581,-120.41933
36.74773,-119.47402
36.86077,-118.3751
34.95858,-118.14869
34.47016,-118.19757
34.44999,-118.19813
34.47388,-118.19952
37.52355,-119.92156
34.47277,-118.19646
34.46833,-118.19535
34.46722,-118.20174
36.81051,-119.7632
34.02196,-118.11618
37.30577,-120.45436
37.30716,-120.45324
33.03143,-117.2742
33.97001,-118.07535
33.03254,-117.27309
37.68299,-119.40732
37.3755,-122.03996
37.95336,-122.54765
38.29353,-122.45331
34.93553,-120.44239
37.73049,-122.38386
38.60408,-122.83221
38.85629,-122.71971
36.70412,-119.73959
32.76255,-117.11809
34.32472,-119.08733
34.47916,-118.20174
34.7597,-118.55981
38.45047,-119.7649
34.34667,-119.10344
34.02972,-120.44043
39.67128,-121.31163
38.88824,-123.27751
38.69713,-122.28803
37.33438,-120.82715
33.94445,-117.43504
38.00909,-121.31523
34.4327,-119.73426
36.54106,-119.06177
34.12862,-118.23563
37.76271,-120.81549
34.02251,-118.1459
37.94437,-122.31719
33.86607,-118.36405
39.83879,-120.15132
32.79617,-115.55777
33.71613,-117.89728
39.91074,-120.1002
39.03573,-120.83938
39.02323,-120.7166
33.9264,-117.4206
37.80493,-122.25858
38.85629,-122.71971
35.05414,-120.33377
34.99664,-120.20154
38.97824,-123.59112
38.75157,-122.33442
36.95717,-120.08016
37.0305,-121.65661
38.84935,-122.72471
34.13362,-118.24119
33.33948,-116.91697
36.63273,-119.89348
33.68613,-116.28806
36.28133,-117.99953
37.39799,-118.72318
37.58438,-121.07382
37.87798,-121.27356
34.4925,-117.34699
36.76578,-119.7882
33.85302,-118.1916
36.78273,-119.73709
34.23806,-118.52647
39.2485,-122.7111
37.44596,-122.15091
36.91965,-117.96148
33.67456,-117.93187
35.64553,-120.87351
35.65636,-120.87379
37.66465,-120.18574
33.84029,-117.93728
35.43051,-118.74454
38.75268,-121.27995
34.58277,-117.40922
34.53619,-117.4646
34.57944,-117.41394
34.59027,-117.41755
34.55833,-117.43616
34.5761,-117.40894
34.57583,-117.40783
34.57888,-117.40616
38.06131,-120.56326
33.74002,-117.857
37.80382,-122.2883
37.84715,-122.27219
38.80491,-122.84138
38.80629,-122.84277
38.78102,-122.82194
38.80296,-122.83194
37.138,-119.81071
33.87251,-117.95562
38.11186,-122.26136
33.79557,-118.21646
39.64655,-123.61474
36.55078,-118.7976
37.69743,-122.08302
32.98227,-117.13448
32.98199,-117.13142
35.51662,-118.92176
37.78854,-120.86327
35.09498,-120.50183
35.47692,-120.61072
34.59193,-120.15543
38.43713,-122.50109
37.4091,-121.40883
37.42605,-122.26636
39.02851,-122.87805
39.34489,-123.1175
34.50694,-117.39949
37.93854,-118.68207
35.65219,-121.22242
37.45272,-122.09135
38.22381,-122.60526
37.40882,-121.40855
34.6061,-119.3654
38.93323,-122.89277
36.25635,-120.58905
37.3941,-121.36772
33.23948,-116.8528
38.25583,-122.58361
38.21047,-120.50937
38.24714,-122.58721
37.49799,-122.34747
37.03384,-119.86182
37.9966,-118.65707
37.97104,-118.64124
33.51225,-117.26754
37.40327,-121.37272
34.70471,-117.67228
37.66076,-121.91246
35.49914,-120.68434
37.58883,-122.49442
37.49549,-122.33969
37.93826,-118.68596
37.94354,-118.68569
38.94147,-122.89028
37.87594,-118.73188
39.19517,-122.41109
33.54896,-116.99905
33.59216,-117.13043
38.52868,-122.03598
33.39522,-116.69667
35.73343,-120.36692
35.19607,-118.9676
37.92799,-118.63513
37.40161,-121.99135
34.23334,-119.01955
34.21778,-119.00788
38.61213,-119.77351
38.01576,-118.60902
33.95168,-117.3981
36.51578,-118.9026
35.76856,-119.22372
34.07723,-118.21396
38.29658,-122.29025
36.96328,-121.97635
36.96217,-121.97746
32.67033,-117.09142
38.3538,-121.98774
34.04668,-118.28341
38.67268,-121.29356
37.13189,-121.62717
37.71076,-121.0341
37.77576,-122.42164
34.70082,-118.14146
33.60391,-117.68811
36.6119,-121.89745
37.85326,-119.0607
33.96587,-118.06839
37.75048,-122.23497
38.84323,-121.02439
35.08775,-117.79201
37.80354,-119.11209
38.66574,-121.37995
37.34382,-118.5265
34.01724,-118.28396
38.66602,-122.51054
38.65602,-122.49498
38.33075,-120.75382
38.08464,-120.54409
38.65352,-122.48276
38.65852,-122.48109
38.65352,-122.48276
38.13297,-122.23247
38.96545,-120.85494
34.86915,-120.51461
39.00323,-120.74604
38.19614,-120.09
39.41989,-121.96636
35.03637,-116.37974
35.04359,-116.28585
37.36655,-121.98605
39.14545,-121.5908
33.91752,-117.1667
36.32245,-119.289
34.17001,-118.83982
35.78356,-119.23761
37.10688,-118.52983
37.1116,-118.53094
39.23352,-120.04019
37.89743,-122.71082
39.31601,-123.80085
37.89743,-122.71054
37.01634,-120.72491
36.97245,-120.70741
34.24223,-118.59203
37.54577,-118.84263
33.67057,-118.00395
35.4647,-115.59417
33.78529,-117.93811
37.39466,-121.95913
36.788,-118.77955
37.75481,-119.13502
37.75826,-119.13265
37.68438,-119.09597
37.68216,-119.09042
37.68604,-119.09458
37.39188,-121.96357
37.73382,-119.14348
37.39188,-121.96468
37.39938,-121.96135
37.39411,-121.95107
37.40233,-121.93184
34.14306,-118.73787
34.1503,-118.74994
34.13639,-118.77453
34.14451,-118.77602
34.15278,-118.7587
34.14639,-118.73953
33.33336,-117.50004
33.95974,-117.47144
36.98828,-122.05885
33.5142,-116.23084
35.03915,-116.38252
33.76946,-118.42174
33.53153,-116.33603
34.76526,-120.23154
34.54138,-118.76704
34.54082,-118.76148
34.56666,-118.84676
36.34539,-120.59768
37.48938,-121.90885
38.3513,-122.50498
38.32408,-122.48804
34.5086,-119.57957
33.66719,-116.51707
38.31408,-122.46998
32.95172,-116.30585
37.49355,-121.93607
33.27893,-116.71974
38.30297,-122.48359
33.82502,-116.49001
33.82419,-116.4889
33.82329,-116.54521
34.53992,-119.56293
32.94977,-116.30251
32.9568,-116.29773
34.57999,-119.51846
33.28754,-116.65446
33.78378,-116.53262
34.46804,-120.25237
34.22389,-118.18174
33.65419,-117.75866
34.49638,-118.32563
34.4375,-118.33313
34.50388,-118.31369
32.87311,-116.44391
34.48775,-118.33232
32.87255,-116.44335
35.17972,-120.22927
34.90775,-118.62064
34.5186,-118.31786
37.48494,-120.02018
34.2389,-117.21838
37.48383,-121.93579
35.17886,-120.22849
37.413,-119.98434
35.89775,-121.24048
35.41692,-118.59131
36.30108,-121.15825
33.71176,-116.59247
33.15309,-117.29948
33.14171,-117.31365
33.14225,-117.32756
33.78085,-118.34618
33.06143,-116.53196
36.4383,-121.62744
34.05112,-117.36949
33.78391,-118.35285
34.04196,-117.36393
37.02328,-122.21525
37.06245,-122.23691
33.34503,-117.02781
33.36003,-117.01419
33.36114,-117.02225
33.42086,-116.98586
37.76604,-122.3858
34.55748,-120.59378
33.40975,-116.98197
34.46499,-120.31404
34.81999,-119.66474
36.98467,-121.99385
36.56829,-121.87134
34.47638,-120.06959
33.97057,-118.37147
33.33837,-116.7853
33.40948,-116.86919
33.44114,-116.88558
33.31309,-116.69058
39.55961,-121.8872
36.35773,-117.04811
34.45943,-120.33988
39.50766,-121.96748
39.50129,-120.46715
39.14574,-120.40742
37.02106,-119.0415
39.53351,-120.58688
37.87743,-121.27522
37.38912,-120.92882
38.60324,-121.28856
34.01946,-118.28702
34.05807,-118.2473
37.3655,-119.72627
37.74409,-119.57322
37.36522,-119.70404
37.37078,-119.70377
37.37439,-119.72738
37.74659,-119.58016
36.82578,-119.76931
37.36772,-119.72543
37.3655,-119.72627
37.38161,-119.73182
34.46027,-120.02431
37.75076,-119.53655
35.71547,-120.11209
38.60574,-120.91966
35.23943,-115.74861
37.35272,-120.61992
34.06668,-117.4356
37.48799,-118.63596
37.44605,-121.85662
37.44827,-121.84857
34.90887,-120.44516
38.35492,-120.25714
38.35936,-120.26908
33.86946,-114.52746
38.45769,-119.8149
35.22802,-118.19424
34.28611,-117.74784
39.94849,-123.03418
32.92088,-116.59002
37.74298,-122.21636
36.99634,-120.1335
33.94696,-118.43758
33.93029,-118.39785
37.29383,-120.51464
33.95557,-118.38508
35.90217,-117.7334
37.73687,-122.21302
37.05745,-120.8663
38.51657,-121.47829
33.79363,-118.33313
37.00522,-120.12822
37.73049,-122.2033
33.91696,-118.39591
38.51686,-122.8086
36.31028,-120.79776
34.73554,-117.31171
34.6836,-117.53061
36.1669,-120.03069
36.43078,-120.1382
39.51433,-122.19193
32.80505,-116.6453
34.27639,-118.31036
38.0652,-120.51603
34.0889,-116.93169
38.7544,-120.89917
32.89505,-116.44974
38.89018,-120.74215
37.99826,-121.28356
36.51765,-119.76449
36.91826,-118.08398
37.69243,-121.78606
38.94185,-119.98351
38.49963,-121.4394
39.00379,-120.74326
39.521,-121.1244
36.67382,-118.0987
38.35491,-120.59187
36.61466,-118.09592
36.56771,-118.08981
36.60743,-118.15537
38.39658,-121.00578
38.84462,-121.15745
37.95437,-120.44436
38.29936,-121.22661
36.3869,-120.04848
33.93557,-118.26757
34.6186,-119.57263
38.98767,-122.5297
34.70387,-119.62707
34.62943,-119.59124
34.63638,-119.61291
34.69415,-119.61624
37.40327,-122.24774
34.44,-119.7243
37.76521,-122.24164
35.23774,-119.00316
